EJERCICIO,programa,componente,concepto_apoyo,tipo_apoyo,unidad_administrativa,monto_federal_aportado,beneficiario,tipo_cobertura,zona,entidad,cve_ent,municipio,cve_mun,localidad,cve_loc,cve_inegi,PESQUERIA,RNPA_disponible,unidadeconmica,rnpa,clasificacion_cn,ID_ben
2017,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,OBRA,DIRECCION GENERAL DE INFRAESTRUCTURA,1977250.52,SCPP PLAYEROS HUAMUCHIL SC DE RL,LOCAL,PACIFICO SUR,OAXACA,20,SAN DIONISIO DEL MAR,20130,HUAMUCHIL,2,201300002,NA,Disponible,SCPP PLAYEROS HUAMUCHIL SCRL,2001001227,OBRAS Y ESTUDIOS,SCPP PLAYEROS HUAMUCHIL SC DE RL-SCPP PLAYEROS HUAMUCHIL SCRL-2001001227-201300002
2017,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,OBRA,DIRECCION GENERAL DE INFRAESTRUCTURA,1840589.54,SCPP CHE CATA SC DE RL DE CV,LOCAL,PACIFICO SUR,OAXACA,20,SAN VICENTE LACHIXIO,20535,SAN VICENTE LACHIXIO,50001,205350001,NA,Disponible,SCPP CHE CATA SC DE RL DE CV,2001001235,OBRAS Y ESTUDIOS,SCPP CHE CATA SC DE RL DE CV-SCPP CHE CATA SC DE RL DE CV-2001001235-205350001
2019,Programa de Fortalecimiento a la Productividad Pesquera y Acuícola,Impulso a la Capitalización,OBRAS Y ESTUDIOS,Unidad Básica Infraestructura,DIRECCION GENERAL DE INFRAESTRUCTURA,1989439.43,SC DE PRODUCCION Y SERVICIOS MAZUNTE 2000 SC DE RL DE CV,LOCAL,PACIFICO SUR,OAXACA,20,SANTA MARIA TONAMECA,20439,MAZUNTE,90016,204390016,"Escama Marina, otros",Disponible,SCPP Y SERV MAZUNTE 2000 SC DE RL DE CV,2003000771,OBRAS Y ESTUDIOS,SC DE PRODUCCION Y SERVICIOS MAZUNTE 2000 SC DE RL DE CV-SCPP Y SERV MAZUNTE 2000 SC DE RL DE CV-2003000771-204390016
2019,Programa de Fortalecimiento a la Productividad Pesquera y Acuícola,Impulso a la Capitalización,OBRAS Y ESTUDIOS,Estudios,DIRECCION GENERAL DE INFRAESTRUCTURA,962927.72,SCPP ATUNEROS Y TIBURONEROS SC DE RL DE CV,LOCAL,PACIFICO SUR,OAXACA,20,SAN PEDRO POCHUTLA,20324,PUERTO ANGEL,40025,203240025,"Atun, Escama Marina, Otros",Disponible,SCPP ATUNEROS Y TIBURONEROS SC DE RL,2003000797,OBRAS Y ESTUDIOS,SCPP ATUNEROS Y TIBURONEROS SC DE RL DE CV-SCPP ATUNEROS Y TIBURONEROS SC DE RL-2003000797-203240025
2019,Programa de Fortalecimiento a la Productividad Pesquera y Acuícola,Impulso a la Capitalización,OBRAS Y ESTUDIOS,Unidad Básica Infraestructura,DIRECCION GENERAL DE INFRAESTRUCTURA,1889439.49,SCPP PUNTA SACRIFICIO SC DE RL,LOCAL,PACIFICO SUR,OAXACA,20,SAN PEDRO POCHUTLA,20324,PUERTO ANGEL,40025,203240025,"Atun, Escama Marina, Otros",Disponible,SCPP PUNTA SACRIFICIO SC DE RL DE CV,2003000888,OBRAS Y ESTUDIOS,SCPP PUNTA SACRIFICIO SC DE RL-SCPP PUNTA SACRIFICIO SC DE RL DE CV-2003000888-203240025
2017,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,OBRA,DIRECCION GENERAL DE INFRAESTRUCTURA,7939341.65,SCPP CHIQUILA SC DE RL,LOCAL,CARIBE,QUINTANA ROO,23,LAZARO CARDENAS,23007,CHIQUILA,70008,230070008,NA,Disponible,SCPP CHIQUILA SC DE RL,2304000017,OBRAS Y ESTUDIOS,SCPP CHIQUILA SC DE RL-SCPP CHIQUILA SC DE RL-2304000017-230070008
2017,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,OBRA,DIRECCION GENERAL DE INFRAESTRUCTURA,2000000,SCPP JOSE LUIS CASTRO VERDUZCO SCL DE CV,LOCAL,PACIFICO NORTE,SINALOA,25,CULIACAN,25006,LAS ARENITAS,61264,250061264,NA,Disponible,SCPP JOSE LUIS CASTRO VERDUZCO SCL DE CV,2502000306,OBRAS Y ESTUDIOS,SCPP JOSE LUIS CASTRO VERDUZCO SCL DE CV-SCPP JOSE LUIS CASTRO VERDUZCO SCL DE CV-2502000306-250061264
2019,Programa de Fortalecimiento a la Productividad Pesquera y Acuícola,Impulso a la Capitalización,OBRAS Y ESTUDIOS,Estudios,DIRECCION GENERAL DE INFRAESTRUCTURA,394423.18,SCPP SUR DE SINALOA SRL DE CV,LOCAL,PACIFICO NORTE,SINALOA,25,ESCUINAPA,25009,LA CONCHA (LA CONCEPCION),90020,250090020,Camaron,Disponible,SCPP SUR DE SINALOA SRL DE CV,2504000288,OBRAS Y ESTUDIOS,SCPP SUR DE SINALOA SRL DE CV-SCPP SUR DE SINALOA SRL DE CV-2504000288-250090020
2017,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,OBRA,DIRECCION GENERAL DE INFRAESTRUCTURA,9970130.11,SCPP PESCADORES UNIDOS DE ESCCUINAPA GENERAL LAZARO CARDENAS SC DE RL DE CV,LOCAL,PACIFICO NORTE,SINALOA,25,ESCUINAPA,25009,ESCUINAPA DE HIDALGO,90001,250090001,NA,Disponible,SCPP PESCADORES UNIDOS DE ESCUINAPA GENERAL LAZARO CARDENAS SRL DE CV,2504000296,OBRAS Y ESTUDIOS,SCPP PESCADORES UNIDOS DE ESCCUINAPA GENERAL LAZARO CARDENAS SC DE RL DE CV-SCPP PESCADORES UNIDOS DE ESCUINAPA GENERAL LAZARO CARDENAS SRL DE CV-2504000296-250090001
2019,Programa de Fortalecimiento a la Productividad Pesquera y Acuícola,Impulso a la Capitalización,OBRAS Y ESTUDIOS,Estudios,DIRECCION GENERAL DE INFRAESTRUCTURA,394423.18,SCPP TRIUNFO PESQUERO DE PALMILLAS SCL DE CV,LOCAL,PACIFICO NORTE,SINALOA,25,ESCUINAPA,25009,OJO DE AGUA DE PALMILLAS,90043,250090043,Camaron,Disponible,SCPP TRIUNFO PESQUERO DE PALMILLAS SC DE RL,2504000619,OBRAS Y ESTUDIOS,SCPP TRIUNFO PESQUERO DE PALMILLAS SCL DE CV-SCPP TRIUNFO PESQUERO DE PALMILLAS SC DE RL-2504000619-250090043
2019,Programa de Fortalecimiento a la Productividad Pesquera y Acuícola,Impulso a la Capitalización,OBRAS Y ESTUDIOS,Estudios,DIRECCION GENERAL DE INFRAESTRUCTURA,768474,SCPP RIBERENA PESCADORES DEL NANCHITO SC DE RL,LOCAL,PACIFICO NORTE,SINALOA,25,ESCUINAPA,25009,ESCUINAPA DE HIDALGO,90001,250090001,"Camaron, Escama Marina, Otros",No Disponible,NA,250400775,OBRAS Y ESTUDIOS,SCPP RIBERENA PESCADORES DEL NANCHITO SC DE RL-XX-250400775-250090001
2017,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,OBRA,DIRECCION GENERAL DE INFRAESTRUCTURA,3999465.17,FED DE SOCIEDADES COOPERATIVAS CONSEJO DE ADMINISTRACION DE LA PRESA GUSTAVO DIAZ ORDAZ SC DE RL DE CV,LOCAL,PACIFICO NORTE,SINALOA,25,SINALOA,25017,BACURATO,70367,250170367,NA,Disponible,SCPP DE SERV CHICORATO SCL,2505001244,OBRAS Y ESTUDIOS,FED DE SOCIEDADES COOPERATIVAS CONSEJO DE ADMINISTRACION DE LA PRESA GUSTAVO DIAZ ORDAZ SC DE RL DE CV-SCPP DE SERV CHICORATO SCL-2505001244-250170367
2019,Programa de Fortalecimiento a la Productividad Pesquera y Acuícola,Impulso a la Capitalización,OBRAS Y ESTUDIOS,Unidad Básica Infraestructura,DIRECCION GENERAL DE INFRAESTRUCTURA,2000000,EL PORTON DEL PETATLAN SC DE RL DE CV,LOCAL,PACIFICO NORTE,SINALOA,25,GUASAVE,25011,ALAMITO Y CAIMANERO,10042,250110042,Escama de agua Dulce,Disponible,EL PORTON DEL PETATLAN SC DE RL DE CV,2505005567,OBRAS Y ESTUDIOS,EL PORTON DEL PETATLAN SC DE RL DE CV-EL PORTON DEL PETATLAN SC DE RL DE CV-2505005567-250110042
2017,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,OBRA,DIRECCION GENERAL DE INFRAESTRUCTURA,1590448.84,SCPPA ENSENADA VACAPORA SCL DE CV,LOCAL,PACIFICO NORTE,SINALOA,25,ANGOSTURA,25002,COSTA AZUL,20035,250020035,NA,Disponible,SCPPA ENSENADA VACAPORA SCL DE CV,2506000260,OBRAS Y ESTUDIOS,SCPPA ENSENADA VACAPORA SCL DE CV-SCPPA ENSENADA VACAPORA SCL DE CV-2506000260-250020035
2017,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,OBRA,DIRECCION GENERAL DE INFRAESTRUCTURA,1506601.79,SCPP EL ISLOTE DEL MERO SC DE RL DE CV,LOCAL,PACIFICO NORTE,SINALOA,25,ANGOSTURA,25002,COSTA AZUL,20035,250020035,NA,Disponible,SCPP ISLOTE DEL MERO SC DE RL DE CV,2506000443,OBRAS Y ESTUDIOS,SCPP EL ISLOTE DEL MERO SC DE RL DE CV-SCPP ISLOTE DEL MERO SC DE RL DE CV-2506000443-250020035
2017,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,OBRA,DIRECCION GENERAL DE INFRAESTRUCTURA,10000000,SCPP DE ACUACULTURA EL PLAYON DEL ESTERON SCL DE CV,LOCAL,PACIFICO NORTE,SINALOA,25,ANGOSTURA,25002,EL PLAYON,20086,250020086,NA,Disponible,SCPPA EL PLAYON DEL ESTERON SCL DE CV,2506000807,OBRAS Y ESTUDIOS,SCPP DE ACUACULTURA EL PLAYON DEL ESTERON SCL DE CV-SCPPA EL PLAYON DEL ESTERON SCL DE CV-2506000807-250020086
2017,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,OBRA,DIRECCION GENERAL DE INFRAESTRUCTURA,1999999.49,SC DE COMERCIALIZACION CASTRO SC DE RL DE CV,LOCAL,PACIFICO NORTE,SINALOA,25,ANGOSTURA,25002,LEOPOLDO SANCHEZ CELIS (EL GATO DE LARA),20067,250020067,NA,Disponible,SC DE COMERCIALIZACION CASTRO SC DE RL DE CV,2506002712,OBRAS Y ESTUDIOS,SC DE COMERCIALIZACION CASTRO SC DE RL DE CV-SC DE COMERCIALIZACION CASTRO SC DE RL DE CV-2506002712-250020067
2017,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,OBRA,DIRECCION GENERAL DE INFRAESTRUCTURA,1959906.97,SCPP EL PROGRESO DE BACOREHUIS SC DE RL,LOCAL,PACIFICO NORTE,SINALOA,25,AHOME,25001,EL HECHO,11001,250011001,NA,Disponible,SCPP EL PROGRESO DE BACOREHUIS SC DE RL,2507000012,OBRAS Y ESTUDIOS,SCPP EL PROGRESO DE BACOREHUIS SC DE RL-SCPP EL PROGRESO DE BACOREHUIS SC DE RL-2507000012-250011001
2017,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,OBRA,DIRECCION GENERAL DE INFRAESTRUCTURA,9999936.45,SCPP GENERAL LEYVA SC DE RL,LOCAL,PACIFICO NORTE,SINALOA,25,AHOME,25001,LAS LAJITAS,10169,250010169,NA,Disponible,SCPP GRAL LEYVA SC DE RL DE CV,2507000053,OBRAS Y ESTUDIOS,SCPP GENERAL LEYVA SC DE RL-SCPP GRAL LEYVA SC DE RL DE CV-2507000053-250010169
2017,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,OBRA,DIRECCION GENERAL DE INFRAESTRUCTURA,1959906.97,SCPP PACIOTECOLA SC DE RL,LOCAL,PACIFICO NORTE,SINALOA,25,AHOME,25001,BACOREHUIS,10081,250010081,NA,Disponible,SCPP PACIOTECOLA SC DE RL,2507000806,OBRAS Y ESTUDIOS,SCPP PACIOTECOLA SC DE RL-SCPP PACIOTECOLA SC DE RL-2507000806-250010081
2019,Programa de Fortalecimiento a la Productividad Pesquera y Acuícola,Impulso a la Capitalización,OBRAS Y ESTUDIOS,Rampa de Botado,DIRECCION GENERAL DE INFRAESTRUCTURA,998662.75,SCPP DE SERV ISLA DE TADEO S DE RL,LOCAL,PACIFICO NORTE,SINALOA,25,GUASAVE,25011,LA PITAHAYA,11195,250111195,"Escama Marina, otros",Disponible,SCPP DE SERV ISLA DE TADEO S DE RL,2507002794,OBRAS Y ESTUDIOS,SCPP DE SERV ISLA DE TADEO S DE RL-SCPP DE SERV ISLA DE TADEO S DE RL-2507002794-250111195
2019,Programa de Fortalecimiento a la Productividad Pesquera y Acuícola,Impulso a la Capitalización,OBRAS Y ESTUDIOS,Unidad Básica Infraestructura,DIRECCION GENERAL DE INFRAESTRUCTURA,2000000,CEGASE SC DE RL DE CV,LOCAL,PACIFICO NORTE,SINALOA,25,ELOTA,25008,CELESTINO GASCA,80164,250080164,Escama Marina,Disponible,CEGASE SC DE RL DE CV,2508004088,OBRAS Y ESTUDIOS,CEGASE SC DE RL DE CV-CEGASE SC DE RL DE CV-2508004088-250080164
2017,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,OBRA,DIRECCION GENERAL DE INFRAESTRUCTURA,1999974.92,PESQUERA NACOZARI SA DE CV,LOCAL,PACIFICO NORTE,SINALOA,25,MAZATLAN,25012,MAZATLAN,20001,250120001,NA,Disponible,PESQUERA NACOZARI SA DE CV,2508007362,OBRAS Y ESTUDIOS,PESQUERA NACOZARI SA DE CV-PESQUERA NACOZARI SA DE CV-2508007362-250120001
2017,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,OBRA,DIRECCION GENERAL DE INFRAESTRUCTURA,2000000,COMERCIALIZADORA DE MARISCOS MARIA ELISA SA DE CV,LOCAL,PACIFICO NORTE,SINALOA,25,MAZATLAN,25012,MAZATLAN,20001,250120001,NA,Disponible,COMERCIALIZADORA DE MARISCOS MARIA ELISA SA DE CV,2508016017,OBRAS Y ESTUDIOS,COMERCIALIZADORA DE MARISCOS MARIA ELISA SA DE CV-COMERCIALIZADORA DE MARISCOS MARIA ELISA SA DE CV-2508016017-250120001
2019,Programa de Fortalecimiento a la Productividad Pesquera y Acuícola,Impulso a la Capitalización,OBRAS Y ESTUDIOS,Unidad Básica Infraestructura,DIRECCION GENERAL DE INFRAESTRUCTURA,1992564.84,PESCADORES DEL PUENTE JUAREZ SC DE RL DE CV,LOCAL,PACIFICO NORTE,SINALOA,25,MAZATLAN,25012,MAZATLAN,20001,250120001,Escama Marina,No Disponible,NA,2508018419,OBRAS Y ESTUDIOS,PESCADORES DEL PUENTE JUAREZ SC DE RL DE CV-XX-2508018419-250120001
2017,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,OBRA,DIRECCION GENERAL DE INFRAESTRUCTURA,5000000,SCPP DAVID PORTER SC DE RL DE CV,LOCAL,PACIFICO NORTE,SINALOA,25,NAVOLATO,25018,AGUAMITAS,80550,250180550,NA,Disponible,SCPP DAVID PORTER SC DE RL DE CV,2509000184,OBRAS Y ESTUDIOS,SCPP DAVID PORTER SC DE RL DE CV-SCPP DAVID PORTER SC DE RL DE CV-2509000184-250180550
2017,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,OBRA,DIRECCION GENERAL DE INFRAESTRUCTURA,2000000,SCPP TEODORO CERVANTES PEREZ SRL DE CV,LOCAL,PACIFICO NORTE,SINALOA,25,NAVOLATO,25018,EL CASTILLO,80041,250180041,NA,Disponible,SCPP TEODORO CERVANTES PEREZ SRL DE CV,2509000713,OBRAS Y ESTUDIOS,SCPP TEODORO CERVANTES PEREZ SRL DE CV-SCPP TEODORO CERVANTES PEREZ SRL DE CV-2509000713-250180041
2017,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,OBRA,DIRECCION GENERAL DE INFRAESTRUCTURA,5000000,SCPP LAGUNA DEL PAMPANO SC DE RL DE CV,LOCAL,PACIFICO NORTE,SINALOA,25,NAVOLATO,25018,YAMETO,80126,250180126,NA,Disponible,SCPP LAGUNA DEL PAMPANO SC DE R DE CV,2509001489,OBRAS Y ESTUDIOS,SCPP LAGUNA DEL PAMPANO SC DE RL DE CV-SCPP LAGUNA DEL PAMPANO SC DE R DE CV-2509001489-250180126
2017,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,OBRA,DIRECCION GENERAL DE INFRAESTRUCTURA,1993740.35,SIMON ALVAREZ ARREDONDO SC DE RL DE CV,LOCAL,PACIFICO NORTE,SONORA,26,BENITO JUAREZ,26071,PAREDON COLORADO (PAREDON VIEJO),10139,260710139,NA,Disponible,SIMON ALVAREZ ARREDONDO SC DE RL DE CV,2602001865,OBRAS Y ESTUDIOS,SIMON ALVAREZ ARREDONDO SC DE RL DE CV-SIMON ALVAREZ ARREDONDO SC DE RL DE CV-2602001865-260710139
2017,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,OBRA,DIRECCION GENERAL DE INFRAESTRUCTURA,9994401.85,MUJERES UNIDAS POR LA ACEITUNITAS SC DE RL DE CV,LOCAL,PACIFICO NORTE,SONORA,26,BENITO JUAREZ,26071,PAREDONCITO,10141,260710141,NA,Disponible,ACUICOLA 11 DE DICIEMBRE SA DE CV,2602001899,OBRAS Y ESTUDIOS,MUJERES UNIDAS POR LA ACEITUNITAS SC DE RL DE CV-ACUICOLA 11 DE DICIEMBRE SA DE CV-2602001899-260710141
2018,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,ECONÓMICO,DIRECCION GENERAL DE INFRAESTRUCTURA,4999833.79,FED REGDE SOCIEDADES COOPERATIVAS DE PRODUCCION PESQUERA Y ACUICOLA PAREDONES UNIDOS SC DE RL,LOCAL,PACIFICO NORTE,SONORA,26,HUATABAMPO,26033,YAVAROS (ISLA LAS VIEJAS),30099,260330099,NA,Disponible,FED REG DE SCPPA PAREDONES UNIDOS SC DE RL,2602004570,OBRAS Y ESTUDIOS,FED REGDE SOCIEDADES COOPERATIVAS DE PRODUCCION PESQUERA Y ACUICOLA PAREDONES UNIDOS SC DE RL-FED REG DE SCPPA PAREDONES UNIDOS SC DE RL-2602004570-260330099
2017,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,OBRA,DIRECCION GENERAL DE INFRAESTRUCTURA,5000000,FED REGDE SOCIEDADES COOPERATIVAS DE PRODUCCION PESQUERA Y ACUICOLA PAREDONES UNIDOS SC DE RL,LOCAL,PACIFICO NORTE,SONORA,26,HUATABAMPO,26033,YAVAROS (ISLA LAS VIEJAS),30099,260330099,NA,Disponible,FED REG DE SCPPA PAREDONES UNIDOS SC DE RL,2602004570,OBRAS Y ESTUDIOS,FED REGDE SOCIEDADES COOPERATIVAS DE PRODUCCION PESQUERA Y ACUICOLA PAREDONES UNIDOS SC DE RL-FED REG DE SCPPA PAREDONES UNIDOS SC DE RL-2602004570-260330099
2017,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,OBRA,DIRECCION GENERAL DE INFRAESTRUCTURA,1991668.31,SCPPA LA GENERALA SC DE RL DE CV,LOCAL,PACIFICO NORTE,SONORA,26,BENITO JUAREZ,26071,PAREDON COLORADO (PAREDON VIEJO),10139,260710139,NA,Disponible,CPP Y A LA GENERALA SC DE RL DE CV,2602007557,OBRAS Y ESTUDIOS,SCPPA LA GENERALA SC DE RL DE CV-CPP Y A LA GENERALA SC DE RL DE CV-2602007557-260710139
2017,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,OBRA,DIRECCION GENERAL DE INFRAESTRUCTURA,1993740.35,TARRAYA SONORENSE DEL YAQUI SC DE RL DE CV,LOCAL,PACIFICO NORTE,SONORA,26,CAJEME,26018,31 DE OCTUBRE,80397,260180397,NA,Disponible,TARRAYA SONORENSE DEL YAQUI SC DE RL DE CV,2602007821,OBRAS Y ESTUDIOS,TARRAYA SONORENSE DEL YAQUI SC DE RL DE CV-TARRAYA SONORENSE DEL YAQUI SC DE RL DE CV-2602007821-260180397
2017,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,OBRA,DIRECCION GENERAL DE INFRAESTRUCTURA,9997535.48,SCPP Y COMERCIALIZACION PAREDONCITO UNIDO SCL,LOCAL,PACIFICO NORTE,SONORA,26,BENITO JUAREZ,26071,PAREDONCITO,10141,260710141,NA,Disponible,SCPP Y C PAREDONCITO UNIDO SCL,2602009405,OBRAS Y ESTUDIOS,SCPP Y COMERCIALIZACION PAREDONCITO UNIDO SCL-SCPP Y C PAREDONCITO UNIDO SCL-2602009405-260710141
2017,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,OBRA,DIRECCION GENERAL DE INFRAESTRUCTURA,9957539.93,EL BACHOMO DEL TOBARI SC DE RL DE CV,LOCAL,PACIFICO NORTE,SONORA,26,BENITO JUAREZ,26071,PAREDON COLORADO (PAREDON VIEJO),10139,260710139,NA,Disponible,EL BACHOMO DEL TOBARI SC DE RL DE CV,2602401164,OBRAS Y ESTUDIOS,EL BACHOMO DEL TOBARI SC DE RL DE CV-EL BACHOMO DEL TOBARI SC DE RL DE CV-2602401164-260710139
2017,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,OBRA,DIRECCION GENERAL DE INFRAESTRUCTURA,1993740.35,JESUS BELEM VALDEZ GRIJALVA SC DE RL DE CV,LOCAL,PACIFICO NORTE,SONORA,26,SAN IGNACIO RIO MUERTO,26072,BAHIA DE LOBOS,20017,260720017,NA,Disponible,JESUS BELEM VALDEZ GRIJALVA SC DE RL DE CV,2602401388,OBRAS Y ESTUDIOS,JESUS BELEM VALDEZ GRIJALVA SC DE RL DE CV-JESUS BELEM VALDEZ GRIJALVA SC DE RL DE CV-2602401388-260720017
2017,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,OBRA,DIRECCION GENERAL DE INFRAESTRUCTURA,1997281.07,PURO LOBOS SC DE RL DE CV,LOCAL,PACIFICO NORTE,SONORA,26,SAN IGNACIO RIO MUERTO,26072,BAHIA DE LOBOS,20017,260720017,NA,Disponible,PURO LOBOS SC DE RL DE CV,2604001186,OBRAS Y ESTUDIOS,PURO LOBOS SC DE RL DE CV-PURO LOBOS SC DE RL DE CV-2604001186-260720017
2017,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,OBRA,DIRECCION GENERAL DE INFRAESTRUCTURA,1991668.31,SCPPA PESCADORES DE PUNTA LOBOS SC DE RL,LOCAL,PACIFICO NORTE,SONORA,26,SAN IGNACIO RIO MUERTO,26072,BAHIA DE LOBOS,20017,260720017,NA,Disponible,SCPP PESCADORES DE PUNTA LOBOS SC DE RL,2604011680,OBRAS Y ESTUDIOS,SCPPA PESCADORES DE PUNTA LOBOS SC DE RL-SCPP PESCADORES DE PUNTA LOBOS SC DE RL-2604011680-260720017
2017,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,OBRA,DIRECCION GENERAL DE INFRAESTRUCTURA,2000000,COMERCIALIZADORA FRALEMAR SA DE CV,LOCAL,PACIFICO NORTE,SONORA,26,GUAYMAS,26029,LOMAS DE COLOSIO,91263,260291263,NA,Disponible,CPP DE RIBERA Y ALTAMAR HUCAI S DE RL,2604091039,OBRAS Y ESTUDIOS,COMERCIALIZADORA FRALEMAR SA DE CV-CPP DE RIBERA Y ALTAMAR HUCAI S DE RL-2604091039-260291263
2019,Programa de Fortalecimiento a la Productividad Pesquera y Acuícola,Impulso a la Capitalización,OBRAS Y ESTUDIOS,Unidad Básica Infraestructura,DIRECCION GENERAL DE INFRAESTRUCTURA,1999963,SCPP QUE PESCADOS SC DE RL DE CV,LOCAL,PACIFICO NORTE,SONORA,26,CABORCA,26017,EL DESEMBARQUE,70617,260170617,"Escama Marina, otros",Disponible,SCPP QUE PESCADOS SC DE RL DE CV,2607604556,OBRAS Y ESTUDIOS,SCPP QUE PESCADOS SC DE RL DE CV-SCPP QUE PESCADOS SC DE RL DE CV-2607604556-260170617
