EJERCICIO,programa,componente,concepto_apoyo,tipo_apoyo,unidad_administrativa,monto_federal_aportado,beneficiario,tipo_cobertura,zona,entidad,cve_ent,municipio,cve_mun,localidad,cve_loc,cve_inegi,PESQUERIA,RNPA_disponible,unidadeconmica,rnpa,clasificacion_cn,ID_ben
2014,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,6500000,BEAN AB SC DE RL DE CV,MUNICIPAL,PACIFICO NORTE,SONORA,26,PUERTO PENASCO,26048,NA,NA,NA,NA,Disponible,BEAN AB SC DE RL DE CV,2607603012,OBRAS Y ESTUDIOS,BEAN AB SC DE RL DE CV-BEAN AB SC DE RL DE CV-2607603012-26048XXXX
2015,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,1431111.9,FED REG DE SC DE LA INDUSTRIA PESQUERA DE PUERTO PENASCO SCL,MUNICIPAL,PACIFICO NORTE,SONORA,26,PUERTO PENASCO,26048,NA,NA,NA,NA,Disponible,FED REG DE SC DE LA INDUSTRIA PESQUERA DE PUERTO PENASCO SCL,2607003387,OBRAS Y ESTUDIOS,FED REG DE SC DE LA INDUSTRIA PESQUERA DE PUERTO PENASCO SCL-FED REG DE SC DE LA INDUSTRIA PESQUERA DE PUERTO PENASCO SCL-2607003387-26048XXXX
2009,PROGRAMA DE USO SUSTENTABLE DE RECURSOS NATURALES PARA LA PRODUCCIÓN PRIMARIA,COMPONENTE DE ACUICULTURA Y PESCA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,200000,SCPPA EL LOBO SCL,MUNICIPAL,PACIFICO NORTE,SONORA,26,SAHUARIPA,26052,NA,NA,NA,NA,No Disponible,SCPPA EL LOBO SCL,NA,OBRAS Y ESTUDIOS,SCPPA EL LOBO SCL-SCPPA EL LOBO SCL-XX-26052XXXX
2012,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,4000000,MUJERES UNIDAS POR LA ACEITUNITAS SC DE RL DE CV,MUNICIPAL,PACIFICO NORTE,SONORA,26,BENITO JUAREZ,26071,NA,NA,NA,NA,Disponible,MUJERES UNIDAS POR LA ACEITUNITAS SC DE RL DE CV,2602003721,OBRAS Y ESTUDIOS,MUJERES UNIDAS POR LA ACEITUNITAS SC DE RL DE CV-MUJERES UNIDAS POR LA ACEITUNITAS SC DE RL DE CV-2602003721-26071XXXX
2012,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,4000000,SCPP DE RIBERA PATRIMONIO FAMILIAR SCL,MUNICIPAL,PACIFICO NORTE,SONORA,26,BENITO JUAREZ,26071,NA,NA,NA,NA,No Disponible,SCPP DE RIBERA PATRIMONIO FAMILIAR SCL,NA,OBRAS Y ESTUDIOS,SCPP DE RIBERA PATRIMONIO FAMILIAR SCL-SCPP DE RIBERA PATRIMONIO FAMILIAR SCL-XX-26071XXXX
2016,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,17050392.03,SCPP Y COMERCIALIZACION PAREDONCITO UNIDO SCL,MUNICIPAL,PACIFICO NORTE,SONORA,26,BENITO JUAREZ,26071,NA,NA,NA,NA,Disponible,SCPP Y COMERCIALIZACION PAREDONCITO UNIDO SCL,2602009405,OBRAS Y ESTUDIOS,SCPP Y COMERCIALIZACION PAREDONCITO UNIDO SCL-SCPP Y COMERCIALIZACION PAREDONCITO UNIDO SCL-2602009405-26071XXXX
2014,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,6973268.21,SCPP DE RIBERA PATRIMONIO FAMILIAR SCL,MUNICIPAL,PACIFICO NORTE,SONORA,26,BENITO JUAREZ,26071,NA,NA,NA,NA,No Disponible,SCPP DE RIBERA PATRIMONIO FAMILIAR SCL,NA,OBRAS Y ESTUDIOS,SCPP DE RIBERA PATRIMONIO FAMILIAR SCL-SCPP DE RIBERA PATRIMONIO FAMILIAR SCL-XX-26071XXXX
2015,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,10000000,EL BACHOMO DEL TOBARI SC DE RL DE CV,MUNICIPAL,PACIFICO NORTE,SONORA,26,BENITO JUAREZ,26071,NA,NA,NA,NA,Disponible,EL BACHOMO DEL TOBARI SC DE RL DE CV,2602401164,OBRAS Y ESTUDIOS,EL BACHOMO DEL TOBARI SC DE RL DE CV-EL BACHOMO DEL TOBARI SC DE RL DE CV-2602401164-26071XXXX
2012,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,18695012.68,EL BACHOMO DEL TOBARI SC DE RL DE CV,MUNICIPAL,PACIFICO NORTE,SONORA,26,BENITO JUAREZ,26071,NA,NA,NA,NA,Disponible,EL BACHOMO DEL TOBARI SC DE RL DE CV,2602401164,OBRAS Y ESTUDIOS,EL BACHOMO DEL TOBARI SC DE RL DE CV-EL BACHOMO DEL TOBARI SC DE RL DE CV-2602401164-26071XXXX
2016,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,8442699.55,EL BACHOMO DEL TOBARI SC DE RL DE CV,MUNICIPAL,PACIFICO NORTE,SONORA,26,BENITO JUAREZ,26071,NA,NA,NA,NA,Disponible,EL BACHOMO DEL TOBARI SC DE RL DE CV,2602401164,OBRAS Y ESTUDIOS,EL BACHOMO DEL TOBARI SC DE RL DE CV-EL BACHOMO DEL TOBARI SC DE RL DE CV-2602401164-26071XXXX
2014,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,10000000,ATLANTIDA JRJV SC DE RL DE CV,MUNICIPAL,PACIFICO NORTE,SONORA,26,BENITO JUAREZ,26071,NA,NA,NA,NA,Disponible,ATLANTIDA JRJV SC DE RL DE CV,2602001857,OBRAS Y ESTUDIOS,ATLANTIDA JRJV SC DE RL DE CV-ATLANTIDA JRJV SC DE RL DE CV-2602001857-26071XXXX
2014,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,10000000,SCPP Y COMERCIALIZACION PAREDONCITO UNIDO SCL,MUNICIPAL,PACIFICO NORTE,SONORA,26,BENITO JUAREZ,26071,NA,NA,NA,NA,Disponible,SCPP Y COMERCIALIZACION PAREDONCITO UNIDO SCL,2602009405,OBRAS Y ESTUDIOS,SCPP Y COMERCIALIZACION PAREDONCITO UNIDO SCL-SCPP Y COMERCIALIZACION PAREDONCITO UNIDO SCL-2602009405-26071XXXX
2015,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,20000000,SCPP Y COMERCIALIZACION PAREDONCITO UNIDO SCL,MUNICIPAL,PACIFICO NORTE,SONORA,26,BENITO JUAREZ,26071,NA,NA,NA,NA,Disponible,SCPP Y COMERCIALIZACION PAREDONCITO UNIDO SCL,2602009405,OBRAS Y ESTUDIOS,SCPP Y COMERCIALIZACION PAREDONCITO UNIDO SCL-SCPP Y COMERCIALIZACION PAREDONCITO UNIDO SCL-2602009405-26071XXXX
2016,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,9718591.8,ATLANTIDA JRJV SC DE RL DE CV,MUNICIPAL,PACIFICO NORTE,SONORA,26,BENITO JUAREZ,26071,NA,NA,NA,NA,Disponible,ATLANTIDA JRJV SC DE RL DE CV,2602001857,OBRAS Y ESTUDIOS,ATLANTIDA JRJV SC DE RL DE CV-ATLANTIDA JRJV SC DE RL DE CV-2602001857-26071XXXX
2016,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,1958779.85,CUMBILI SC DE RL,MUNICIPAL,PACIFICO NORTE,SONORA,26,BENITO JUAREZ,26071,NA,NA,NA,NA,Disponible,CUMBILI SC DE RL,2602401057,OBRAS Y ESTUDIOS,CUMBILI SC DE RL-CUMBILI SC DE RL-2602401057-26071XXXX
2016,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,1849335.19,MUJERES UNIDAS POR LA ACEITUNITAS SC DE RL DE CV,MUNICIPAL,PACIFICO NORTE,SONORA,26,BENITO JUAREZ,26071,NA,NA,NA,NA,Disponible,MUJERES UNIDAS POR LA ACEITUNITAS SC DE RL DE CV,2602003721,OBRAS Y ESTUDIOS,MUJERES UNIDAS POR LA ACEITUNITAS SC DE RL DE CV-MUJERES UNIDAS POR LA ACEITUNITAS SC DE RL DE CV-2602003721-26071XXXX
2015,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,10000000,ATLANTIDA JRJV SC DE RL DE CV,MUNICIPAL,PACIFICO NORTE,SONORA,26,BENITO JUAREZ,26071,NA,NA,NA,NA,Disponible,ATLANTIDA JRJV SC DE RL DE CV,2602001857,OBRAS Y ESTUDIOS,ATLANTIDA JRJV SC DE RL DE CV-ATLANTIDA JRJV SC DE RL DE CV-2602001857-26071XXXX
2012,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,15554232.62,SCPP Y COMERCIALIZACION PAREDONCITO UNIDO SCL,MUNICIPAL,PACIFICO NORTE,SONORA,26,BENITO JUAREZ,26071,NA,NA,NA,NA,Disponible,SCPP Y COMERCIALIZACION PAREDONCITO UNIDO SCL,2602009405,OBRAS Y ESTUDIOS,SCPP Y COMERCIALIZACION PAREDONCITO UNIDO SCL-SCPP Y COMERCIALIZACION PAREDONCITO UNIDO SCL-2602009405-26071XXXX
2012,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,4000000,ATLANTIDA JRJV SC DE RL DE CV,MUNICIPAL,PACIFICO NORTE,SONORA,26,BENITO JUAREZ,26071,NA,NA,NA,NA,Disponible,ATLANTIDA JRJV SC DE RL DE CV,2602001857,OBRAS Y ESTUDIOS,ATLANTIDA JRJV SC DE RL DE CV-ATLANTIDA JRJV SC DE RL DE CV-2602001857-26071XXXX
2016,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,1949614.38,EL CANTIL DE LOBOS SC DE RL DE CV,MUNICIPAL,PACIFICO NORTE,SONORA,26,SAN IGNACIO RIO MUERTO,26072,NA,NA,NA,NA,No Disponible,EL CANTIL DE LOBOS SC DE RL DE CV,NA,OBRAS Y ESTUDIOS,EL CANTIL DE LOBOS SC DE RL DE CV-EL CANTIL DE LOBOS SC DE RL DE CV-XX-26072XXXX
2008,PROGRAMA DE USO SUSTENTABLE DE RECURSOS NATURALES PARA LA PRODUCCIÓN PRIMARIA,COMPONENTE DE ACUICULTURA Y PESCA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,2500000,UNION REGIONAL DE SOCIEDADES COOPERATIVAS PESQUERAS Y ACUICOLAS TRABAJANDO UNIDOS SC DE RL,MUNICIPAL,PACIFICO NORTE,SONORA,26,SAN IGNACIO RIO MUERTO,26072,NA,NA,NA,NA,No Disponible,UNION REGIONAL DE SOCIEDADES COOPERATIVAS PESQUERAS Y ACUICOLAS TRABAJANDO UNIDOS SC DE RL,NA,OBRAS Y ESTUDIOS,UNION REGIONAL DE SOCIEDADES COOPERATIVAS PESQUERAS Y ACUICOLAS TRABAJANDO UNIDOS SC DE RL-UNION REGIONAL DE SOCIEDADES COOPERATIVAS PESQUERAS Y ACUICOLAS TRABAJANDO UNIDOS SC DE RL-XX-26072XXXX
2016,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,1996773.23,LA MORENA COSTENA SC DE RL DE CV,MUNICIPAL,GOLFO DE MEXICO,TABASCO,27,CARDENAS,27002,NA,NA,NA,NA,Disponible,LA MORENA COSTENA SC DE RL DE CV,2704003496,OBRAS Y ESTUDIOS,LA MORENA COSTENA SC DE RL DE CV-LA MORENA COSTENA SC DE RL DE CV-2704003496-27002XXXX
2013,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,247000,VANESITA MARINERA SC DE RL DE CV,MUNICIPAL,GOLFO DE MEXICO,TABASCO,27,CARDENAS,27002,NA,NA,NA,NA,Disponible,VANESITA MARINERA SC DE RL DE CV,2704003355,OBRAS Y ESTUDIOS,VANESITA MARINERA SC DE RL DE CV-VANESITA MARINERA SC DE RL DE CV-2704003355-27002XXXX
2011,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,4000000,FED DE SCP Y ACUICOLAS DEL GOLFO SC DE RL DE CV,MUNICIPAL,GOLFO DE MEXICO,TABASCO,27,CARDENAS,27002,NA,NA,NA,NA,No Disponible,FED DE SCP Y ACUICOLAS DEL GOLFO SC DE RL DE CV,NA,OBRAS Y ESTUDIOS,FED DE SCP Y ACUICOLAS DEL GOLFO SC DE RL DE CV-FED DE SCP Y ACUICOLAS DEL GOLFO SC DE RL DE CV-XX-27002XXXX
2016,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,1961929.33,VANESITA MARINERA SC DE RL DE CV,MUNICIPAL,GOLFO DE MEXICO,TABASCO,27,CARDENAS,27002,NA,NA,NA,NA,Disponible,VANESITA MARINERA SC DE RL DE CV,2704003355,OBRAS Y ESTUDIOS,VANESITA MARINERA SC DE RL DE CV-VANESITA MARINERA SC DE RL DE CV-2704003355-27002XXXX
2016,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,3000000,SCPP BARRA DE TUPILCO SCL,MUNICIPAL,GOLFO DE MEXICO,TABASCO,27,CARDENAS,27002,NA,NA,NA,NA,Disponible,SCPP BARRA DE TUPILCO SCL,2704000336,OBRAS Y ESTUDIOS,SCPP BARRA DE TUPILCO SCL-SCPP BARRA DE TUPILCO SCL-2704000336-27002XXXX
2014,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,5416645.53,SCPP RENOVACION Y SOLIDARIDAD SC DE RL DE CV,MUNICIPAL,GOLFO DE MEXICO,TABASCO,27,CARDENAS,27002,NA,NA,NA,NA,Disponible,SCPP RENOVACION Y SOLIDARIDAD SC DE RL DE CV,2704000807,OBRAS Y ESTUDIOS,SCPP RENOVACION Y SOLIDARIDAD SC DE RL DE CV-SCPP RENOVACION Y SOLIDARIDAD SC DE RL DE CV-2704000807-27002XXXX
2008,PROGRAMA DE USO SUSTENTABLE DE RECURSOS NATURALES PARA LA PRODUCCIÓN PRIMARIA,COMPONENTE DE ACUICULTURA Y PESCA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,2500000,LA SCPP Y OSTRICOLA LAS ISLAS DEL PAQUILLO SC DE RL DE CV LA SCPP Y OSTRICOLA EL PINZON SC DE RL DE CV LA SCPP RENOVACION Y SOLIDARIDAD SC DE RL DE CV,MUNICIPAL,GOLFO DE MEXICO,TABASCO,27,CARDENAS,27002,NA,NA,NA,NA,No Disponible,LA SCPP Y OSTRICOLA LAS ISLAS DEL PAQUILLO SC DE RL DE CV LA SCPP Y OSTRICOLA EL PINZON SC DE RL DE CV LA SCPP RENOVACION Y SOLIDARIDAD SC DE RL DE CV,NA,OBRAS Y ESTUDIOS,LA SCPP Y OSTRICOLA LAS ISLAS DEL PAQUILLO SC DE RL DE CV LA SCPP Y OSTRICOLA EL PINZON SC DE RL DE CV LA SCPP RENOVACION Y SOLIDARIDAD SC DE RL DE CV-LA SCPP Y OSTRICOLA LAS ISLAS DEL PAQUILLO SC DE RL DE CV LA SCPP Y OSTRICOLA EL PINZON SC DE RL DE CV LA SCPP RENOVACION Y SOLIDARIDAD SC DE RL DE CV-XX-27002XXXX
2013,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,240290,SCPPA LA MOJARRITA DE MAGALLANES SC DE RL DE CV,MUNICIPAL,GOLFO DE MEXICO,TABASCO,27,CARDENAS,27002,NA,NA,NA,NA,Disponible,SCPPA LA MOJARRITA DE MAGALLANES SC DE RL DE CV,2704003348,OBRAS Y ESTUDIOS,SCPPA LA MOJARRITA DE MAGALLANES SC DE RL DE CV-SCPPA LA MOJARRITA DE MAGALLANES SC DE RL DE CV-2704003348-27002XXXX
2011,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,1782819.86,SCPP Y OSTRICOLA ISLA EL CHAYOTE DEL PLAYON DE SANCHEZ MAGALLANES SC DE RL DE CV,MUNICIPAL,GOLFO DE MEXICO,TABASCO,27,CARDENAS,27002,NA,NA,NA,NA,No Disponible,SCPP Y OSTRICOLA ISLA EL CHAYOTE DEL PLAYON DE SANCHEZ MAGALLANES SC DE RL DE CV,NA,OBRAS Y ESTUDIOS,SCPP Y OSTRICOLA ISLA EL CHAYOTE DEL PLAYON DE SANCHEZ MAGALLANES SC DE RL DE CV-SCPP Y OSTRICOLA ISLA EL CHAYOTE DEL PLAYON DE SANCHEZ MAGALLANES SC DE RL DE CV-XX-27002XXXX
2009,PROGRAMA DE USO SUSTENTABLE DE RECURSOS NATURALES PARA LA PRODUCCIÓN PRIMARIA,COMPONENTE DE ACUICULTURA Y PESCA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,200000,SC SERVICIOS TURISTICOS PARADOR TURISTICO SAN ROMAN SC DE RL DE CV,MUNICIPAL,GOLFO DE MEXICO,TABASCO,27,CENTLA,27003,NA,NA,NA,NA,No Disponible,SC SERVICIOS TURISTICOS PARADOR TURISTICO SAN ROMAN SC DE RL DE CV,NA,OBRAS Y ESTUDIOS,SC SERVICIOS TURISTICOS PARADOR TURISTICO SAN ROMAN SC DE RL DE CV-SC SERVICIOS TURISTICOS PARADOR TURISTICO SAN ROMAN SC DE RL DE CV-XX-27003XXXX
2011,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,6500000,SC SERVICIOS TURISTICOS PARADOR TURISTICO SAN ROMAN SC DE RL DE CV,MUNICIPAL,GOLFO DE MEXICO,TABASCO,27,CENTLA,27003,NA,NA,NA,NA,No Disponible,SC SERVICIOS TURISTICOS PARADOR TURISTICO SAN ROMAN SC DE RL DE CV,NA,OBRAS Y ESTUDIOS,SC SERVICIOS TURISTICOS PARADOR TURISTICO SAN ROMAN SC DE RL DE CV-SC SERVICIOS TURISTICOS PARADOR TURISTICO SAN ROMAN SC DE RL DE CV-XX-27003XXXX
2012,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,4000000,SC DE PESCADORES DE PLAYA BOQUERON SRL DE CV,MUNICIPAL,GOLFO DE MEXICO,TABASCO,27,CENTLA,27003,NA,NA,NA,NA,Disponible,SC DE PESCADORES DE PLAYA BOQUERON SRL DE CV,2701001105,OBRAS Y ESTUDIOS,SC DE PESCADORES DE PLAYA BOQUERON SRL DE CV-SC DE PESCADORES DE PLAYA BOQUERON SRL DE CV-2701001105-27003XXXX
2016,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,1986405.92,PRODUCTORES Y COMERCIALIZADORES DE PRODUCTOS AGRICOLAS PECUARIOS Y ACUICOLAS SPR DE RL DE CV,MUNICIPAL,GOLFO DE MEXICO,TABASCO,27,JALAPA,27009,NA,NA,NA,NA,Disponible,PRODUCTORES Y COMERCIALIZADORES DE PRODUCTOS AGRICOLAS PECUARIOS Y ACUICOLAS SPR DE RL DE CV,2708001728,OBRAS Y ESTUDIOS,PRODUCTORES Y COMERCIALIZADORES DE PRODUCTOS AGRICOLAS PECUARIOS Y ACUICOLAS SPR DE RL DE CV-PRODUCTORES Y COMERCIALIZADORES DE PRODUCTOS AGRICOLAS PECUARIOS Y ACUICOLAS SPR DE RL DE CV-2708001728-27009XXXX
2011,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,4996896.4,FED DE SOCIEDADES COOPERATIVAS LA REGION DE LOS RIOS SC DE RL DE CV,MUNICIPAL,GOLFO DE MEXICO,TABASCO,27,MACUSPANA,27012,NA,NA,NA,NA,No Disponible,FED DE SOCIEDADES COOPERATIVAS LA REGION DE LOS RIOS SC DE RL DE CV,NA,OBRAS Y ESTUDIOS,FED DE SOCIEDADES COOPERATIVAS LA REGION DE LOS RIOS SC DE RL DE CV-FED DE SOCIEDADES COOPERATIVAS LA REGION DE LOS RIOS SC DE RL DE CV-XX-27012XXXX
2011,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,1614075,SCPP LIBERACION 2003 SC DE RL DE CV,MUNICIPAL,GOLFO DE MEXICO,TABASCO,27,PARAISO,27014,NA,NA,NA,NA,Disponible,SCPP LIBERACION 2003 SC DE RL DE CV,2703002614,OBRAS Y ESTUDIOS,SCPP LIBERACION 2003 SC DE RL DE CV-SCPP LIBERACION 2003 SC DE RL DE CV-2703002614-27014XXXX
2012,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,4000000,SCPP PENINSULA DE CHILTEPEC SCL DE CV,MUNICIPAL,GOLFO DE MEXICO,TABASCO,27,PARAISO,27014,NA,NA,NA,NA,Disponible,SCPP PENINSULA DE CHILTEPEC SCL DE CV,2703002317,OBRAS Y ESTUDIOS,SCPP PENINSULA DE CHILTEPEC SCL DE CV-SCPP PENINSULA DE CHILTEPEC SCL DE CV-2703002317-27014XXXX
