cve_inegi,rnpa,tot_monto,BIENPESCA,combustible,ordenamiento_pesquero,inspeccion_vigilancia,modernizacion_embarcaciones,sum_beneficio,COM_ID,ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,lon_deg,lon_min,lon_sec,lat_deg,lat_min,lat_sec,POBTOT,num_ent,num_ent_chr,num_mun,num_mun_chr,num_loc,num_loc_chr,dec_lon,dec_lat,monto_usd
120380013,NA,800000,NA,3,NA,NA,NA,3,12_38_13,12,Guerrero,38,Zihuatanejo de Azueta,13,San José Ixtapa (Barrio Viejo),101,37,37.471,17,42,22.249,8988,12,12,38,038,13,0013,-101.62707527777778,17.706180277777776,40000
120380013,NA,304829364.95,NA,NA,NA,385,NA,385,12_38_13,12,Guerrero,38,Zihuatanejo de Azueta,13,San José Ixtapa (Barrio Viejo),101,37,37.471,17,42,22.249,8988,12,12,38,038,13,0013,-101.62707527777778,17.706180277777776,15241468.247499999
120380013,NA,231361,NA,NA,NA,NA,10,10,12_38_13,12,Guerrero,38,Zihuatanejo de Azueta,13,San José Ixtapa (Barrio Viejo),101,37,37.471,17,42,22.249,8988,12,12,38,038,13,0013,-101.62707527777778,17.706180277777776,11568.05
120380013,NA,435291370.28,NA,NA,152,NA,NA,0,12_38_13,12,Guerrero,38,Zihuatanejo de Azueta,13,San José Ixtapa (Barrio Viejo),101,37,37.471,17,42,22.249,8988,12,12,38,038,13,0013,-101.62707527777778,17.706180277777776,21764568.514
120380023,1202003083,7200,1,NA,NA,NA,NA,1,12_38_23,12,Guerrero,38,Zihuatanejo de Azueta,23,El Coacoyul,101,28,43.485,17,38,20.417,6905,12,12,38,038,23,0023,-101.47874583333333,17.63900472222222,360
120380023,NA,800000,NA,3,NA,NA,NA,3,12_38_23,12,Guerrero,38,Zihuatanejo de Azueta,23,El Coacoyul,101,28,43.485,17,38,20.417,6905,12,12,38,038,23,0023,-101.47874583333333,17.63900472222222,40000
120380023,NA,304829364.95,NA,NA,NA,385,NA,385,12_38_23,12,Guerrero,38,Zihuatanejo de Azueta,23,El Coacoyul,101,28,43.485,17,38,20.417,6905,12,12,38,038,23,0023,-101.47874583333333,17.63900472222222,15241468.247499999
120380023,NA,60087,NA,NA,NA,NA,2,2,12_38_23,12,Guerrero,38,Zihuatanejo de Azueta,23,El Coacoyul,101,28,43.485,17,38,20.417,6905,12,12,38,038,23,0023,-101.47874583333333,17.63900472222222,3004.35
120380023,NA,435291370.28,NA,NA,152,NA,NA,0,12_38_23,12,Guerrero,38,Zihuatanejo de Azueta,23,El Coacoyul,101,28,43.485,17,38,20.417,6905,12,12,38,038,23,0023,-101.47874583333333,17.63900472222222,21764568.514
120380124,NA,800000,NA,3,NA,NA,NA,3,12_38_124,12,Guerrero,38,Zihuatanejo de Azueta,124,Ixtapa Zihuatanejo,101,36,3.589,17,39,39.725,13806,12,12,38,038,124,0124,-101.60099694444443,17.661034722222222,40000
120380124,NA,304829364.95,NA,NA,NA,385,NA,385,12_38_124,12,Guerrero,38,Zihuatanejo de Azueta,124,Ixtapa Zihuatanejo,101,36,3.589,17,39,39.725,13806,12,12,38,038,124,0124,-101.60099694444443,17.661034722222222,15241468.247499999
120380124,NA,87700,NA,NA,NA,NA,3,3,12_38_124,12,Guerrero,38,Zihuatanejo de Azueta,124,Ixtapa Zihuatanejo,101,36,3.589,17,39,39.725,13806,12,12,38,038,124,0124,-101.60099694444443,17.661034722222222,4385
120380124,NA,435291370.28,NA,NA,152,NA,NA,0,12_38_124,12,Guerrero,38,Zihuatanejo de Azueta,124,Ixtapa Zihuatanejo,101,36,3.589,17,39,39.725,13806,12,12,38,038,124,0124,-101.60099694444443,17.661034722222222,21764568.514
120380190,NA,800000,NA,3,NA,NA,NA,3,12_38_190,12,Guerrero,38,Zihuatanejo de Azueta,190,La Puerta de Ixtapa,101,34,26.745,17,39,56.835,15,12,12,38,038,190,0190,-101.57409583333333,17.665787499999997,40000
120380190,NA,304829364.95,NA,NA,NA,385,NA,385,12_38_190,12,Guerrero,38,Zihuatanejo de Azueta,190,La Puerta de Ixtapa,101,34,26.745,17,39,56.835,15,12,12,38,038,190,0190,-101.57409583333333,17.665787499999997,15241468.247499999
120380190,NA,76287,NA,NA,NA,NA,3,3,12_38_190,12,Guerrero,38,Zihuatanejo de Azueta,190,La Puerta de Ixtapa,101,34,26.745,17,39,56.835,15,12,12,38,038,190,0190,-101.57409583333333,17.665787499999997,3814.35
120380190,NA,435291370.28,NA,NA,152,NA,NA,0,12_38_190,12,Guerrero,38,Zihuatanejo de Azueta,190,La Puerta de Ixtapa,101,34,26.745,17,39,56.835,15,12,12,38,038,190,0190,-101.57409583333333,17.665787499999997,21764568.514
120380331,NA,800000,NA,3,NA,NA,NA,3,12_38_331,12,Guerrero,38,Zihuatanejo de Azueta,331,Nuevo Amanecer,101,33,32.655,17,44,36.074,8,12,12,38,038,331,0331,-101.55907083333334,17.74335388888889,40000
120380331,NA,304829364.95,NA,NA,NA,385,NA,385,12_38_331,12,Guerrero,38,Zihuatanejo de Azueta,331,Nuevo Amanecer,101,33,32.655,17,44,36.074,8,12,12,38,038,331,0331,-101.55907083333334,17.74335388888889,15241468.247499999
120380331,NA,17795,NA,NA,NA,NA,2,2,12_38_331,12,Guerrero,38,Zihuatanejo de Azueta,331,Nuevo Amanecer,101,33,32.655,17,44,36.074,8,12,12,38,038,331,0331,-101.55907083333334,17.74335388888889,889.75
120380331,NA,435291370.28,NA,NA,152,NA,NA,0,12_38_331,12,Guerrero,38,Zihuatanejo de Azueta,331,Nuevo Amanecer,101,33,32.655,17,44,36.074,8,12,12,38,038,331,0331,-101.55907083333334,17.74335388888889,21764568.514
120480001,1202001218,14400,2,NA,NA,NA,NA,2,12_48_1,12,Guerrero,48,Petatlán,1,Petatlán,101,16,28.387,17,32,17.544,23363,12,12,48,048,1,0001,-101.27455194444444,17.538206666666667,720
120480001,1202003083,7200,1,NA,NA,NA,NA,1,12_48_1,12,Guerrero,48,Petatlán,1,Petatlán,101,16,28.387,17,32,17.544,23363,12,12,48,048,1,0001,-101.27455194444444,17.538206666666667,360
120480001,NA,800000,NA,3,NA,NA,NA,3,12_48_1,12,Guerrero,48,Petatlán,1,Petatlán,101,16,28.387,17,32,17.544,23363,12,12,48,048,1,0001,-101.27455194444444,17.538206666666667,40000
120480001,NA,304829364.95,NA,NA,NA,385,NA,385,12_48_1,12,Guerrero,48,Petatlán,1,Petatlán,101,16,28.387,17,32,17.544,23363,12,12,48,048,1,0001,-101.27455194444444,17.538206666666667,15241468.247499999
120480001,NA,146440,NA,NA,NA,NA,5,5,12_48_1,12,Guerrero,48,Petatlán,1,Petatlán,101,16,28.387,17,32,17.544,23363,12,12,48,048,1,0001,-101.27455194444444,17.538206666666667,7322
120480001,NA,435291370.28,NA,NA,152,NA,NA,0,12_48_1,12,Guerrero,48,Petatlán,1,Petatlán,101,16,28.387,17,32,17.544,23363,12,12,48,048,1,0001,-101.27455194444444,17.538206666666667,21764568.514
120480051,1202001218,7200,1,NA,NA,NA,NA,1,12_48_51,12,Guerrero,48,Petatlán,51,El Cayacal,101,9,41.254,17,23,22.012,173,12,12,48,048,51,0051,-101.16145944444445,17.38944777777778,360
120480139,1202001218,14400,2,NA,NA,NA,NA,2,12_48_139,12,Guerrero,48,Petatlán,139,Palos Blancos,101,19,55.864,17,33,27.784,1523,12,12,48,048,139,0139,-101.33218444444444,17.55771777777778,720
120480178,NA,800000,NA,3,NA,NA,NA,3,12_48_178,12,Guerrero,48,Petatlán,178,San Jeronimito (San Jerónimo),101,20,42.241,17,33,54.88,6993,12,12,48,048,178,0178,-101.34506694444444,17.565244444444446,40000
120480178,NA,304829364.95,NA,NA,NA,385,NA,385,12_48_178,12,Guerrero,48,Petatlán,178,San Jeronimito (San Jerónimo),101,20,42.241,17,33,54.88,6993,12,12,48,048,178,0178,-101.34506694444444,17.565244444444446,15241468.247499999
120480178,NA,87700,NA,NA,NA,NA,3,3,12_48_178,12,Guerrero,48,Petatlán,178,San Jeronimito (San Jerónimo),101,20,42.241,17,33,54.88,6993,12,12,48,048,178,0178,-101.34506694444444,17.565244444444446,4385
120480178,NA,435291370.28,NA,NA,152,NA,NA,0,12_48_178,12,Guerrero,48,Petatlán,178,San Jeronimito (San Jerónimo),101,20,42.241,17,33,54.88,6993,12,12,48,048,178,0178,-101.34506694444444,17.565244444444446,21764568.514
120480393,1202001218,64800,9,NA,NA,NA,NA,9,12_48_393,12,Guerrero,48,Petatlán,393,La Barrita (Playa la Barrita),101,10,50.16,17,24,43.979,118,12,12,48,048,393,0393,-101.1806,17.412216388888886,3240
120570059,NA,800000,NA,3,NA,NA,NA,3,12_57_59,12,Guerrero,57,Técpan de Galeana,59,Papanoa,101,2,27.262,17,19,25.198,3193,12,12,57,057,59,0059,-101.04090611111111,17.323666111111113,40000
120570059,NA,304829364.95,NA,NA,NA,385,NA,385,12_57_59,12,Guerrero,57,Técpan de Galeana,59,Papanoa,101,2,27.262,17,19,25.198,3193,12,12,57,057,59,0059,-101.04090611111111,17.323666111111113,15241468.247499999
120570059,NA,50400,NA,NA,NA,NA,2,2,12_57_59,12,Guerrero,57,Técpan de Galeana,59,Papanoa,101,2,27.262,17,19,25.198,3193,12,12,57,057,59,0059,-101.04090611111111,17.323666111111113,2520
120570059,NA,435291370.28,NA,NA,152,NA,NA,0,12_57_59,12,Guerrero,57,Técpan de Galeana,59,Papanoa,101,2,27.262,17,19,25.198,3193,12,12,57,057,59,0059,-101.04090611111111,17.323666111111113,21764568.514
120570071,1204003352,14400,2,NA,NA,NA,NA,2,12_57_71,12,Guerrero,57,Técpan de Galeana,71,Puerto Vicente Guerrero,101,3,19.304,17,16,31.76,564,12,12,57,057,71,0071,-101.05536222222221,17.275488888888887,720
120570071,NA,800000,NA,3,NA,NA,NA,3,12_57_71,12,Guerrero,57,Técpan de Galeana,71,Puerto Vicente Guerrero,101,3,19.304,17,16,31.76,564,12,12,57,057,71,0071,-101.05536222222221,17.275488888888887,40000
120570071,NA,304829364.95,NA,NA,NA,385,NA,385,12_57_71,12,Guerrero,57,Técpan de Galeana,71,Puerto Vicente Guerrero,101,3,19.304,17,16,31.76,564,12,12,57,057,71,0071,-101.05536222222221,17.275488888888887,15241468.247499999
120570071,NA,50400,NA,NA,NA,NA,2,2,12_57_71,12,Guerrero,57,Técpan de Galeana,71,Puerto Vicente Guerrero,101,3,19.304,17,16,31.76,564,12,12,57,057,71,0071,-101.05536222222221,17.275488888888887,2520
120570071,NA,435291370.28,NA,NA,152,NA,NA,0,12_57_71,12,Guerrero,57,Técpan de Galeana,71,Puerto Vicente Guerrero,101,3,19.304,17,16,31.76,564,12,12,57,057,71,0071,-101.05536222222221,17.275488888888887,21764568.514
120680047,NA,800000,NA,3,NA,NA,NA,3,12_68_47,12,Guerrero,68,La Unión de Isidoro Montes de Oca,47,Los Llanos de Temalhuacán (Los Llanos),101,44,8.579,17,51,57.228,916,12,12,68,068,47,0047,-101.73571638888889,17.865896666666668,40000
120680047,NA,304829364.95,NA,NA,NA,385,NA,385,12_68_47,12,Guerrero,68,La Unión de Isidoro Montes de Oca,47,Los Llanos de Temalhuacán (Los Llanos),101,44,8.579,17,51,57.228,916,12,12,68,068,47,0047,-101.73571638888889,17.865896666666668,15241468.247499999
120680047,NA,68602,NA,NA,NA,NA,2,2,12_68_47,12,Guerrero,68,La Unión de Isidoro Montes de Oca,47,Los Llanos de Temalhuacán (Los Llanos),101,44,8.579,17,51,57.228,916,12,12,68,068,47,0047,-101.73571638888889,17.865896666666668,3430.1
120680047,NA,435291370.28,NA,NA,152,NA,NA,0,12_68_47,12,Guerrero,68,La Unión de Isidoro Montes de Oca,47,Los Llanos de Temalhuacán (Los Llanos),101,44,8.579,17,51,57.228,916,12,12,68,068,47,0047,-101.73571638888889,17.865896666666668,21764568.514
120680154,NA,800000,NA,3,NA,NA,NA,3,12_68_154,12,Guerrero,68,La Unión de Isidoro Montes de Oca,154,Troncones (Emiliano Zapata),101,43,9.958,17,46,52.395,699,12,12,68,068,154,0154,-101.71943277777778,17.781220833333332,40000
120680154,NA,304829364.95,NA,NA,NA,385,NA,385,12_68_154,12,Guerrero,68,La Unión de Isidoro Montes de Oca,154,Troncones (Emiliano Zapata),101,43,9.958,17,46,52.395,699,12,12,68,068,154,0154,-101.71943277777778,17.781220833333332,15241468.247499999
120680154,NA,69002,NA,NA,NA,NA,2,2,12_68_154,12,Guerrero,68,La Unión de Isidoro Montes de Oca,154,Troncones (Emiliano Zapata),101,43,9.958,17,46,52.395,699,12,12,68,068,154,0154,-101.71943277777778,17.781220833333332,3450.1
120680154,NA,435291370.28,NA,NA,152,NA,NA,0,12_68_154,12,Guerrero,68,La Unión de Isidoro Montes de Oca,154,Troncones (Emiliano Zapata),101,43,9.958,17,46,52.395,699,12,12,68,068,154,0154,-101.71943277777778,17.781220833333332,21764568.514
140200007,NA,800000,NA,3,NA,NA,NA,3,14_20_7,14,Jalisco,20,Cabo Corrientes,7,Las Ánimas de Quimixto,105,20,38.739,20,30,23.995,77,14,14,20,020,7,0007,-105.34409416666666,20.506665277777778,40000
140200007,NA,304829364.95,NA,NA,NA,385,NA,385,14_20_7,14,Jalisco,20,Cabo Corrientes,7,Las Ánimas de Quimixto,105,20,38.739,20,30,23.995,77,14,14,20,020,7,0007,-105.34409416666666,20.506665277777778,15241468.247499999
140200007,NA,23200,NA,NA,NA,NA,1,1,14_20_7,14,Jalisco,20,Cabo Corrientes,7,Las Ánimas de Quimixto,105,20,38.739,20,30,23.995,77,14,14,20,020,7,0007,-105.34409416666666,20.506665277777778,1160
140200007,NA,435291370.28,NA,NA,152,NA,NA,0,14_20_7,14,Jalisco,20,Cabo Corrientes,7,Las Ánimas de Quimixto,105,20,38.739,20,30,23.995,77,14,14,20,020,7,0007,-105.34409416666666,20.506665277777778,21764568.514
140200021,NA,800000,NA,3,NA,NA,NA,3,14_20_21,14,Jalisco,20,Cabo Corrientes,21,Chimo,105,35,31.159,20,28,17.245,221,14,14,20,020,21,0021,-105.5919886111111,20.471456944444444,40000
140200021,NA,304829364.95,NA,NA,NA,385,NA,385,14_20_21,14,Jalisco,20,Cabo Corrientes,21,Chimo,105,35,31.159,20,28,17.245,221,14,14,20,020,21,0021,-105.5919886111111,20.471456944444444,15241468.247499999
140200021,NA,28766,NA,NA,NA,NA,2,2,14_20_21,14,Jalisco,20,Cabo Corrientes,21,Chimo,105,35,31.159,20,28,17.245,221,14,14,20,020,21,0021,-105.5919886111111,20.471456944444444,1438.3
140200021,NA,435291370.28,NA,NA,152,NA,NA,0,14_20_21,14,Jalisco,20,Cabo Corrientes,21,Chimo,105,35,31.159,20,28,17.245,221,14,14,20,020,21,0021,-105.5919886111111,20.471456944444444,21764568.514
140200057,1406000990,14400,2,NA,NA,NA,NA,2,14_20_57,14,Jalisco,20,Cabo Corrientes,57,Pizota,105,29,27.2,20,29,22.22,63,14,14,20,020,57,0057,-105.49088888888889,20.489505555555557,720
140200057,NA,800000,NA,3,NA,NA,NA,3,14_20_57,14,Jalisco,20,Cabo Corrientes,57,Pizota,105,29,27.2,20,29,22.22,63,14,14,20,020,57,0057,-105.49088888888889,20.489505555555557,40000
140200057,NA,304829364.95,NA,NA,NA,385,NA,385,14_20_57,14,Jalisco,20,Cabo Corrientes,57,Pizota,105,29,27.2,20,29,22.22,63,14,14,20,020,57,0057,-105.49088888888889,20.489505555555557,15241468.247499999
140200057,NA,51200,NA,NA,NA,NA,4,4,14_20_57,14,Jalisco,20,Cabo Corrientes,57,Pizota,105,29,27.2,20,29,22.22,63,14,14,20,020,57,0057,-105.49088888888889,20.489505555555557,2560
140200057,NA,435291370.28,NA,NA,152,NA,NA,0,14_20_57,14,Jalisco,20,Cabo Corrientes,57,Pizota,105,29,27.2,20,29,22.22,63,14,14,20,020,57,0057,-105.49088888888889,20.489505555555557,21764568.514
140200070,NA,800000,NA,3,NA,NA,NA,3,14_20_70,14,Jalisco,20,Cabo Corrientes,70,Yelapa,105,26,34.111,20,29,14.25,882,14,14,20,020,70,0070,-105.44280861111112,20.487291666666668,40000
140200070,NA,304829364.95,NA,NA,NA,385,NA,385,14_20_70,14,Jalisco,20,Cabo Corrientes,70,Yelapa,105,26,34.111,20,29,14.25,882,14,14,20,020,70,0070,-105.44280861111112,20.487291666666668,15241468.247499999
140200070,NA,288817,NA,NA,NA,NA,9,9,14_20_70,14,Jalisco,20,Cabo Corrientes,70,Yelapa,105,26,34.111,20,29,14.25,882,14,14,20,020,70,0070,-105.44280861111112,20.487291666666668,14440.85
140200070,NA,435291370.28,NA,NA,152,NA,NA,0,14_20_70,14,Jalisco,20,Cabo Corrientes,70,Yelapa,105,26,34.111,20,29,14.25,882,14,14,20,020,70,0070,-105.44280861111112,20.487291666666668,21764568.514
140200082,1406000552,7200,1,NA,NA,NA,NA,1,14_20_82,14,Jalisco,20,Cabo Corrientes,82,Los Corrales,105,40,15.9,20,24,37.1,219,14,14,20,020,82,0082,-105.67108333333334,20.410305555555553,360
140200082,NA,800000,NA,3,NA,NA,NA,3,14_20_82,14,Jalisco,20,Cabo Corrientes,82,Los Corrales,105,40,15.9,20,24,37.1,219,14,14,20,020,82,0082,-105.67108333333334,20.410305555555553,40000
140200082,NA,304829364.95,NA,NA,NA,385,NA,385,14_20_82,14,Jalisco,20,Cabo Corrientes,82,Los Corrales,105,40,15.9,20,24,37.1,219,14,14,20,020,82,0082,-105.67108333333334,20.410305555555553,15241468.247499999
140200082,NA,34900,NA,NA,NA,NA,3,3,14_20_82,14,Jalisco,20,Cabo Corrientes,82,Los Corrales,105,40,15.9,20,24,37.1,219,14,14,20,020,82,0082,-105.67108333333334,20.410305555555553,1745
140200082,NA,435291370.28,NA,NA,152,NA,NA,0,14_20_82,14,Jalisco,20,Cabo Corrientes,82,Los Corrales,105,40,15.9,20,24,37.1,219,14,14,20,020,82,0082,-105.67108333333334,20.410305555555553,21764568.514
140220001,NA,800000,NA,3,NA,NA,NA,3,14_22_1,14,Jalisco,22,Cihuatlán,1,Cihuatlán,104,33,46.792,19,14,18.036,18787,14,14,22,022,1,0001,-104.56299777777778,19.238343333333333,40000
140220001,NA,304829364.95,NA,NA,NA,385,NA,385,14_22_1,14,Jalisco,22,Cihuatlán,1,Cihuatlán,104,33,46.792,19,14,18.036,18787,14,14,22,022,1,0001,-104.56299777777778,19.238343333333333,15241468.247499999
140220001,NA,95447,NA,NA,NA,NA,3,3,14_22_1,14,Jalisco,22,Cihuatlán,1,Cihuatlán,104,33,46.792,19,14,18.036,18787,14,14,22,022,1,0001,-104.56299777777778,19.238343333333333,4772.35
140220001,NA,435291370.28,NA,NA,152,NA,NA,0,14_22_1,14,Jalisco,22,Cihuatlán,1,Cihuatlán,104,33,46.792,19,14,18.036,18787,14,14,22,022,1,0001,-104.56299777777778,19.238343333333333,21764568.514
140220006,1401000367,7200,1,NA,NA,NA,NA,1,14_22_6,14,Jalisco,22,Cihuatlán,6,Barra de Navidad,104,40,50,19,12,29,4266,14,14,22,022,6,0006,-104.68055555555556,19.208055555555553,360
140220006,1401000698,7200,1,NA,NA,NA,NA,1,14_22_6,14,Jalisco,22,Cihuatlán,6,Barra de Navidad,104,40,50,19,12,29,4266,14,14,22,022,6,0006,-104.68055555555556,19.208055555555553,360
140220006,1401000706,7200,1,NA,NA,NA,NA,1,14_22_6,14,Jalisco,22,Cihuatlán,6,Barra de Navidad,104,40,50,19,12,29,4266,14,14,22,022,6,0006,-104.68055555555556,19.208055555555553,360
140220006,1401000946,7200,1,NA,NA,NA,NA,1,14_22_6,14,Jalisco,22,Cihuatlán,6,Barra de Navidad,104,40,50,19,12,29,4266,14,14,22,022,6,0006,-104.68055555555556,19.208055555555553,360
140220006,NA,800000,NA,3,NA,NA,NA,3,14_22_6,14,Jalisco,22,Cihuatlán,6,Barra de Navidad,104,40,50,19,12,29,4266,14,14,22,022,6,0006,-104.68055555555556,19.208055555555553,40000
140220006,NA,304829364.95,NA,NA,NA,385,NA,385,14_22_6,14,Jalisco,22,Cihuatlán,6,Barra de Navidad,104,40,50,19,12,29,4266,14,14,22,022,6,0006,-104.68055555555556,19.208055555555553,15241468.247499999
140220006,NA,503811,NA,NA,NA,NA,21,21,14_22_6,14,Jalisco,22,Cihuatlán,6,Barra de Navidad,104,40,50,19,12,29,4266,14,14,22,022,6,0006,-104.68055555555556,19.208055555555553,25190.55
140220006,NA,435291370.28,NA,NA,152,NA,NA,0,14_22_6,14,Jalisco,22,Cihuatlán,6,Barra de Navidad,104,40,50,19,12,29,4266,14,14,22,022,6,0006,-104.68055555555556,19.208055555555553,21764568.514
140220009,NA,800000,NA,3,NA,NA,NA,3,14_22_9,14,Jalisco,22,Cihuatlán,9,Emiliano Zapata (El Ranchito),104,43,4.854,19,14,34.766,2255,14,14,22,022,9,0009,-104.71801500000001,19.242990555555558,40000
140220009,NA,304829364.95,NA,NA,NA,385,NA,385,14_22_9,14,Jalisco,22,Cihuatlán,9,Emiliano Zapata (El Ranchito),104,43,4.854,19,14,34.766,2255,14,14,22,022,9,0009,-104.71801500000001,19.242990555555558,15241468.247499999
140220009,NA,13965,NA,NA,NA,NA,2,2,14_22_9,14,Jalisco,22,Cihuatlán,9,Emiliano Zapata (El Ranchito),104,43,4.854,19,14,34.766,2255,14,14,22,022,9,0009,-104.71801500000001,19.242990555555558,698.25
140220009,NA,435291370.28,NA,NA,152,NA,NA,0,14_22_9,14,Jalisco,22,Cihuatlán,9,Emiliano Zapata (El Ranchito),104,43,4.854,19,14,34.766,2255,14,14,22,022,9,0009,-104.71801500000001,19.242990555555558,21764568.514
